Unnamed: 0,Num.,Height（ um）,Roughness （nm）,Length,Wideth,Adhesion (pN),Elastic modulus,Aspect Ratio,Unnamed: 9,Unnamed: 10
,,2.384,227.7,111.3,40.24,602.3,8.634,2.76590457256461,,
,,2.383,198.4,111.0,40.42,605.3,8.005,2.74616526472044,,
,,2.408,184.6,110.6,40.0,604.0,8.436,2.765,,
,,2.401,179.7,110.8,40.52,635.9,7.749,2.73445212240869,,
,,2.37,181.7,111.2,40.35,613.5,7.707,2.75588599752169,,
,,2.358,213.2,111.1,40.29,604.0,7.426,2.75750806651775,,
,,2.334,201.8,111.3,40.6,602.6,7.453,2.74137931034483,,
,,2.33,213.2,110.1,40.07,601.6,8.354,2.74769153980534,,
,,2.334,231.0,110.2,40.11,602.5,8.824,2.74744452754924,,
,,2.273,182.6,109.8,40.36,605.3,9.143,2.7205153617443,,
,,2.238,179.7,110.4,40.19,602.6,8.99,2.74695197810401,,
,,2.245,227.7,111.2,40.06,615.4,8.005,2.77583624563155,,
,,2.355,246.3,111.1,39.75,625.7,7.702,2.79496855345912,,
,,2.345,278.0,110.7,40.19,623.3,7.532,2.75441652152277,,
,,2.393,264.5,110.8,40.34,646.6,7.749,2.74665344571145,,
,98,2.417,169.7,102.6,38.67,667.6,6.732,2.65321955003879,,
,,2.508,158.05,102.7,38.55,665.1,6.941,2.66407263294423,,
,,2.449,152.94,102.5,38.59,667.3,7.094,2.65612853070744,,
,,2.404,174.3,102.4,38.72,669.6,6.964,2.64462809917355,,
,,2.362,159.3,101.9,38.47,667.5,7.243,2.64881726020276,,
,,2.313,180.2,102.2,38.34,670.6,7.258,2.66562336984872,,
,,2.404,155.04,102.5,38.3,668.6,6.935,2.67624020887728,,
,,2.479,157.43,102.7,38.32,674.8,6.954,2.68006263048017,,
,,2.516,158.05,102.3,38.67,679.0,6.955,2.64546159813809,,
,,2.503,175.4,102.7,38.49,670.6,7.217,2.66822551312029,,
,,2.477,169.7,102.5,38.67,666.9,7.258,2.65063356607189,,
,,2.445,150.07,102.6,38.96,668.7,7.291,2.63347022587269,,
,,2.456,155.04,102.2,38.67,671.7,7.008,2.64287561417119,,
,,2.39,159.3,102.4,38.76,670.5,6.848,2.64189886480908,,
,,2.296,162.7,102.3,38.54,669.3,6.955,2.65438505448884,,
,,2.226,145.89,102.6,38.7,668.3,6.998,2.65116279069767,,
,,2.449,145.52,102.5,38.72,667.5,6.84,2.64721074380165,,
,,2.485,159.42,102.5,38.58,667.6,6.785,2.65681700362882,,
,,2.511,177.1,102.7,38.44,680.0,6.991,2.67169614984391,,
,,2.484,158.65,102.0,38.46,677.7,7.012,2.65210608424337,,
,99,2.931,201.5,99.55,37.31,644.2,9.505,2.66818547306352,,
,,2.911,221.4,99.74,37.46,637.7,9.361,2.66257341163908,,
,,2.85,233.2,99.84,37.61,641.9,9.752,2.65461313480457,,
,,2.859,255.6,99.97,37.62,642.0,9.505,2.65736310473153,,
,,2.829,224.1,100.1,37.77,632.9,9.48,2.65025152237225,,
,,2.771,201.5,100.0,37.62,631.1,9.221,2.65816055289739,,
,,2.88,184.0,100.2,37.46,637.9,9.127,2.67485317672184,,
,,2.844,171.3,99.85,37.31,640.6,8.96,2.67622621281158,,
,,2.921,191.4,100.0,37.62,644.9,8.971,2.65816055289739,,
,,2.929,205.5,99.24,37.33,653.4,9.014,2.65845164746852,,
,,2.939,244.2,99.55,37.78,653.0,9.218,2.63499205929063,,
,,2.941,241.0,99.71,37.16,643.9,9.221,2.68326157158235,,
,,2.943,241.1,99.4,37.61,641.9,9.48,2.64291411858548,,
,,2.898,221.3,99.56,37.46,644.2,9.64,2.65776828617192,,
,,2.918,184.0,99.7,37.47,640.3,9.893,2.66079530290899,,
,,2.936,175.0,99.71,37.93,640.0,10.539,2.62878987608753,,
,,2.955,161.4,99.89,37.57,635.0,9.505,2.6587702954485,,
,,2.951,185.7,99.9,37.72,642.3,10.245,2.64846235418876,,
,,2.942,201.5,100.0,37.42,631.1,10.323,2.67236771779797,,
,,2.931,224.1,100.1,37.85,638.6,9.939,2.6446499339498,,
,100,1.948,181.1,94.5,38.1,613.8,8.033,2.48031496062992,,
,,1.951,181.3,94.9,38.6,602.8,7.89,2.45854922279793,,
,,1.923,188.9,95.05,38.5,602.9,7.18,2.46883116883117,,
,,1.93,181.7,95.0,38.25,605.0,7.86,2.48366013071895,,
,,1.899,182.9,94.45,38.19,612.3,7.89,2.47316051322336,,
,,1.917,189.0,95.15,38.21,615.1,8.598,2.49018581523161,,
,,1.933,191.3,95.52,38.33,616.3,8.925,2.49204278632925,,
,,1.895,179.75,95.36,38.54,611.5,6.995,2.4743124026985,,
,,1.875,181.3,95.74,38.41,623.2,6.482,2.49258005727675,,
,,1.899,180.6,95.55,38.67,615.0,8.256,2.47090768037238,,
,,1.902,186.7,95.43,38.11,612.6,8.408,2.50406717397009,,
,,1.901,168.26,95.78,38.37,605.9,6.665,2.49622100599427,,
,,1.892,163.61,95.83,38.54,602.8,8.256,2.48650752464971,,
,,1.923,164.64,95.56,38.2,595.4,8.413,2.50157068062827,,
,,1.951,188.3,95.01,38.46,604.0,7.265,2.47035881435257,,
,,1.953,169.74,95.06,38.42,612.4,7.18,2.4742321707444,,
,,1.947,174.3,94.96,38.15,613.7,7.158,2.48912188728702,,
,,1.926,178.05,95.5,38.54,618.3,8.057,2.47794499221588,,
,,1.909,190.5,95.2,38.52,618.8,8.033,2.47144340602284,,
,,1.933,182.0,95.27,38.29,623.2,8.137,2.48811700182815,,
,AVE.,2.49939445,185.6462249999997,91.3260819999998,33.921765,640.7440335,8.40568350000001,2.8767410442965,,
